package_name,installed_version,architecture,latest_version
libqt5sql5-sqlite,5.6.1+dfsg-3+b1,amd64,5.7.1+dfsg-3+b1
libqt5svg5,5.6.1-2,amd64,5.7.1~20161021-2
libqt5test5,5.6.1+dfsg-3+b1,amd64,5.7.1+dfsg-3+b1
libqt5webkit5,5.6.1+dfsg-5,amd64,5.7.1+dfsg-1
libqt5widgets5,5.6.1+dfsg-3+b1,amd64,5.7.1+dfsg-3+b1
libqt5x11extras5,5.6.1-2,amd64,5.7.1~20161021-2
libqtcore4,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqtdbus4,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqtgui4,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqtwebkit-dev,2.3.4.dfsg-8.1,amd64,2.3.4.dfsg-9.1
libqtwebkit4,2.3.4.dfsg-8.1,amd64,2.3.4.dfsg-9.1
libquadmath0,6.1.1-11,amd64,6.3.0-6
libqwt-dev,6.1.2-5.2,amd64,6.1.2-6
libqwt-headers,6.1.2-5.2,amd64,6.1.2-6
libqwt6abi1,6.1.2-5.2,amd64,6.1.2-6
libradare2-common,0.9.9-0kali1+b1,all,1.1.0+dfsg-1
libradare2-dev,0.9.9-0kali1+b1,amd64,1.1.0+dfsg-1
libradcli4,1.2.6-2,amd64,1.2.6-4
librdf0,1.0.17-1+b1,amd64,1.0.17-1.1
libregfi1,1.0.1+svn287-0kali1,amd64,1.0.1+svn287-6
libresid-builder0c2a,2.1.1-14,amd64,2.1.1-15
librest-0.7-0,0.8.0-1,amd64,0.8.0-2
libroken18-heimdal,1.7~git20150920+dfsg-4,amd64,7.1.0+dfsg-9
librole-tiny-perl,2.000003-1,all,2.000005-1
librtlsdr0,0.5.3-10,amd64,0.5.3-11
librubberband2,1.8.1-6+b1,amd64,1.8.1-7
libruby2.3,2.3.1-5,amd64,2.3.3-1
librygel-core-2.6-2,0.30.3-1,amd64,0.32.1-2
librygel-db-2.6-2,0.30.3-1,amd64,0.32.1-2
librygel-renderer-2.6-2,0.30.3-1,amd64,0.32.1-2
librygel-server-2.6-2,0.30.3-1,amd64,0.32.1-2
libsane,1.0.25-2+b1,amd64,1.0.25-3
libsane-common,1.0.25-2,all,1.0.25-3
libsane-extras,1.0.22.3,amd64,1.0.22.4
libsane-extras-common,1.0.22.3,amd64,1.0.22.4
libsasl2-2,2.1.26.dfsg1-15,amd64,2.1.27~101-g0780600+dfsg-2
libsasl2-modules,2.1.26.dfsg1-15,amd64,2.1.27~101-g0780600+dfsg-2
libsasl2-modules-db,2.1.26.dfsg1-15,amd64,2.1.27~101-g0780600+dfsg-2
libseccomp2,2.3.1-2,amd64,2.3.1-2.1
libsecret-1-0,0.18.3-1,amd64,0.18.5-2
libsecret-common,0.18.3-1,all,0.18.5-2
libselinux1,2.5-3,amd64,2.6-3
libsemanage-common,2.5-1,all,2.6-2
libsemanage1,2.5-1,amd64,2.6-2
libsepol1,2.5-1,amd64,2.6-2
libserf-1-1,1.3.8-3,amd64,1.3.9-1+b1
libshine3,3.1.0-4,amd64,3.1.0-5
libsidplay1v5,1.36.59-9,amd64,1.36.59-10
libsidplay2,2.1.1-14,amd64,2.1.1-15
libsigc++-2.0-0v5,2.8.0-2,amd64,2.10.0-1
libslang2,2.3.0-3,amd64,2.3.1-5
libsmartcols1,2.28.1-1,amd64,2.29.1-1
libsmbclient,2:4.4.5+dfsg-2,amd64,2:4.5.4+dfsg-1
libsmi2ldbl,0.4.8+dfsg2-12,amd64,0.4.8+dfsg2-15
libsndfile1,1.0.25-10,amd64,1.0.27-1
libsndio6.1,1.1.0-2,amd64,1.1.0-3
libsnmp-base,5.7.3+dfsg-1.4,all,5.7.3+dfsg-1.7
libsoapysdr0.5-2,0.5.2-1,amd64,0.5.4-1
libsonic0,0.2.0-3+b1,amd64,0.2.0-4
libsoup-gnome2.4-1,2.54.1-1,amd64,2.56.0-2
libsoup2.4-1,2.54.1-1,amd64,2.56.0-2
libsoup2.4-dev,2.54.1-1,amd64,2.56.0-2
libsoxr0,0.1.2-1,amd64,0.1.2-2
libspeechd2,0.8.4-2,amd64,0.8.6-3
libsqlite3-0,3.14.1-1,amd64,3.16.2-2
libsqlite3-dev,3.14.1-1,amd64,3.16.2-2
libsrtp0,1.4.5~20130609~dfsg-1.2,amd64,1.4.5~20130609~dfsg-1.3
libss2,1.43.1-1,amd64,1.43.4-2
libssh-4,0.7.3-1,amd64,0.7.3-2
libssh-gcrypt-4,0.7.3-1,amd64,0.7.3-2
libssl-dev,1.0.2h-1,amd64,1.1.0d-2
libssl-doc,1.0.2h-1,all,1.1.0d-2
libssl1.0.2,1.0.2h-1,amd64,1.0.2k-1
libstdc++-5-dev,5.4.1-1,amd64,5.4.1-4
libstdc++-6-dev,6.1.1-11,amd64,6.3.0-6
libstdc++6,6.1.1-11,amd64,6.3.0-6
libsub-exporter-progressive-perl,0.001011-1,all,0.001013-1
libsvn1,1.9.4-2,amd64,1.9.5-1
libswresample2,7:3.1.2-1,amd64,7:3.2.4-1
libswscale4,7:3.1.2-1,amd64,7:3.2.4-1
libsybdb5,0.91-6.1+b2,amd64,0.91-6.1+b3
libsynctex1,2016.20160513.41080-6,amd64,2016.20160513.41080.dfsg-1
libsystemd0,231-4,amd64,232-15
libtag1v5,1.9.1-2.4,amd64,1.11.1+dfsg.1-0.1
libtag1v5-vanilla,1.9.1-2.4,amd64,1.11.1+dfsg.1-0.1
libtagc0,1.9.1-2.4,amd64,1.11.1+dfsg.1-0.1
libtalloc-dev,2.1.7-1,amd64,2.1.8-1
libtalloc2,2.1.7-1,amd64,2.1.8-1
libtasn1-6,4.9-4,amd64,4.10-1
libtdb1,1.3.9-1,amd64,1.3.11-2
libtelepathy-logger3,0.8.2-1,amd64,0.8.2-2
libtesseract3,3.04.01-4+b1,amd64,3.04.01-5
libtevent-dev,0.9.28-1,amd64,0.9.31-1
libtevent0,0.9.28-1,amd64,0.9.31-1
libtexlua52,2016.20160513.41080-6,amd64,2016.20160513.41080.dfsg-1
libtexluajit2,2016.20160513.41080-6,amd64,2016.20160513.41080.dfsg-1
libtext-unidecode-perl,1.27-1,all,1.30-1
libthai-data,0.1.25-1,all,0.1.26-1
libthai0,0.1.25-1,amd64,0.1.26-1
libtiff5,4.0.6-2,amd64,4.0.7-5
libtinfo-dev,6.0+20160625-1,amd64,6.0+20161126-1
libtinfo5,6.0+20160625-1,amd64,6.0+20161126-1
libtirpc1,0.2.5-1,amd64,0.2.5-1.1
libtokyocabinet9,1.4.48-10,amd64,1.4.48-11
libtotem-plparser-common,3.10.6-4,all,3.10.7-1
libtotem-plparser18,3.10.6-4,amd64,3.10.7-1
libtotem0,3.20.1-3,amd64,3.22.0-2+b1
libtracker-control-1.0-0,1.8.0-4+b1,amd64,1.10.4-1
libtracker-miner-1.0-0,1.8.0-4+b1,amd64,1.10.4-1
libtracker-sparql-1.0-0,1.8.0-4+b1,amd64,1.10.4-1
libtre5,0.8.0-4,amd64,0.8.0-6
libtry-tiny-perl,0.27-1,all,0.28-1
libtsan0,6.1.1-11,amd64,6.3.0-6
libtsk13,4.2.0-3,amd64,4.4.0-2
libturbojpeg0,1:1.5.0-1,amd64,1:1.5.1-2
libtwolame0,0.3.13-1.2,amd64,0.3.13-2
libubsan0,6.1.1-11,amd64,6.3.0-6
libudev1,231-4,amd64,232-15
libudisks2-0,2.1.7-2,amd64,2.1.8-1
libuhd003,3.9.5-1,amd64,3.9.5-2+b1
libuniconf4.6,4.6.1-10,amd64,4.6.1-11
libupnp6,1:1.6.19+git20160116-1,amd64,1:1.6.19+git20160116-1.2
libupower-glib3,0.99.4-3,amd64,0.99.4-4
liburcu4,0.9.2-3,amd64,0.9.3-1
libusageenvironment3,2016.08.07-1,amd64,2016.11.28-1
libusb-1.0-0,2:1.0.20-1,amd64,2:1.0.21-1
libustr-1.0-1,1.0.4-5,amd64,1.0.4-6
libuuid1,2.28.1-1,amd64,2.29.1-1
libuv1,1.9.1-1,amd64,1.9.1-3
libv4l-0,1.10.1-1,amd64,1.12.2-2
libv4lconvert0,1.10.1-1,amd64,1.12.2-2
libv8-3.14.5,3.14.5.8-8.1,amd64,3.14.5.8-11
libva-drm1,1.7.1-2,amd64,1.7.3-2
libva-x11-1,1.7.1-2,amd64,1.7.3-2
libva1,1.7.1-2,amd64,1.7.3-2
libvdpau1,1.1.1-3,amd64,1.1.1-6
libvisual-0.4-0,0.4.0-8,amd64,0.4.0-10
libvisual-0.4-plugins,1:0.4.0+dfsg1-8,amd64,1:0.4.0+dfsg1-10
libvlc5,2.2.4-3+b1,amd64,2.2.4-13
libvlccore8,2.2.4-3+b1,amd64,2.2.4-13
libvncclient1,0.9.10+dfsg-3+b1,amd64,0.9.11+dfsg-1
libvolk1-bin,1.3-1+b1,amd64,1.3-1+b2
libvolk1.3,1.3-1+b1,amd64,1.3-1+b2
libvorbis0a,1.3.5-3,amd64,1.3.5-4
libvorbisenc2,1.3.5-3,amd64,1.3.5-4
libvorbisfile3,1.3.5-3,amd64,1.3.5-4
libvte-2.91-0,0.44.2-1,amd64,0.46.1-1
libvte-2.91-common,0.44.2-1,all,0.46.1-1
libwacom-common,0.19-1,all,0.22-1
libwacom2,0.19-1,amd64,0.22-1
libwavpack1,4.80.0-1,amd64,5.0.0-2
libwayland-client0,1.11.0-2,amd64,1.12.0-1
libwayland-cursor0,1.11.0-2,amd64,1.12.0-1
libwayland-egl1-mesa,11.2.2-1,amd64,13.0.4-1
libwayland-server0,1.11.0-2,amd64,1.12.0-1
libwbclient0,2:4.4.5+dfsg-2,amd64,2:4.5.4+dfsg-1
libwebkit2gtk-4.0-37,2.12.4-2,amd64,2.14.3-1
libwebkitgtk-1.0-0,2.4.11-2+b2,amd64,2.4.11-3
libwebkitgtk-3.0-0,2.4.11-2+b2,amd64,2.4.11-3
libwebkitgtk-dev,2.4.11-2+b2,amd64,2.4.11-3
libwebp6,0.5.1-2,amd64,0.5.2-1
libwebpdemux2,0.5.1-2,amd64,0.5.2-1
libwebpmux2,0.5.1-2,amd64,0.5.2-1
libwildmidi-config,0.4.0-1,all,0.4.0-2
libwind0-heimdal,1.7~git20150920+dfsg-4,amd64,7.1.0+dfsg-9
libwine,1.8.5-1,amd64,1.8.6-5
libwinpr-crt0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-crypto0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-dsparse0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-environment0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-file0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-handle0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-heap0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-input0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-interlocked0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-library0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-path0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-pool0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-registry0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-rpc0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-sspi0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-synch0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-sysinfo0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-thread0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwinpr-utils0.1,1.1.0~git20140921.1.440916e+dfsg1-10,amd64,1.1.0~git20140921.1.440916e+dfsg1-13
libwireshark-data,2.2.0~rc1+g438c022-1,all,2.2.4+gcc3dc1b-1
libwireshark8,2.2.0~rc1+g438c022-1,amd64,2.2.4+gcc3dc1b-1
libwiretap6,2.2.0~rc1+g438c022-1,amd64,2.2.4+gcc3dc1b-1
libwmf0.2-7,0.2.8.4-10.5+b1,amd64,0.2.8.4-10.6
libwnck-3-0,3.20.1-1,amd64,3.20.1-3
libwnck-3-common,3.20.1-1,all,3.20.1-3
libwrap0,7.6.q-25,amd64,7.6.q-26
libwscodecs1,2.2.0~rc1+g438c022-1,amd64,2.2.4+gcc3dc1b-1
libwsutil7,2.2.0~rc1+g438c022-1,amd64,2.2.4+gcc3dc1b-1
libwvstreams4.6-base,4.6.1-10,amd64,4.6.1-11
libwvstreams4.6-extras,4.6.1-10,amd64,4.6.1-11
libwww-mechanize-perl,1.75-1,all,1.83-1
libx11-6,2:1.6.3-1,amd64,2:1.6.4-3
libx11-data,2:1.6.3-1,all,2:1.6.4-3
libx11-dev,2:1.6.3-1,amd64,2:1.6.4-3
libx11-doc,2:1.6.3-1,all,2:1.6.4-3
libx11-xcb-dev,2:1.6.3-1,amd64,2:1.6.4-3
libx11-xcb1,2:1.6.3-1,amd64,2:1.6.4-3
libx264-148,2:0.148.2699+gita5e06b9-1,amd64,2:0.148.2748+git97eaef2-1
libx32asan3,6.1.1-11,amd64,6.3.0-6
libx32atomic1,6.1.1-11,amd64,6.3.0-6
libx32cilkrts5,6.1.1-11,amd64,6.3.0-6
libx32gcc-6-dev,6.1.1-11,amd64,6.3.0-6
libx32gcc1,1:6.1.1-11,amd64,1:6.3.0-6
libx32gomp1,6.1.1-11,amd64,6.3.0-6
libx32itm1,6.1.1-11,amd64,6.3.0-6
libx32quadmath0,6.1.1-11,amd64,6.3.0-6
libx32stdc++6,6.1.1-11,amd64,6.3.0-6
libx32ubsan0,6.1.1-11,amd64,6.3.0-6
libx86-1,1.1+ds1-10,amd64,1.1+ds1-10.2
libxatracker2,11.2.2-1,amd64,13.0.4-1
libxcb-composite0,1.11.1-1.1,amd64,1.12-1
libxcb-dri2-0,1.11.1-1.1,amd64,1.12-1
libxcb-dri2-0-dev,1.11.1-1.1,amd64,1.12-1
libxcb-dri3-0,1.11.1-1.1,amd64,1.12-1
libxcb-dri3-dev,1.11.1-1.1,amd64,1.12-1
libxcb-glx0,1.11.1-1.1,amd64,1.12-1
libxcb-glx0-dev,1.11.1-1.1,amd64,1.12-1
libxcb-present-dev,1.11.1-1.1,amd64,1.12-1
libxcb-present0,1.11.1-1.1,amd64,1.12-1
libxcb-randr0,1.11.1-1.1,amd64,1.12-1
libxcb-randr0-dev,1.11.1-1.1,amd64,1.12-1
libxcb-render0,1.11.1-1.1,amd64,1.12-1
libxcb-render0-dev,1.11.1-1.1,amd64,1.12-1
libxcb-shape0,1.11.1-1.1,amd64,1.12-1
libxcb-shape0-dev,1.11.1-1.1,amd64,1.12-1
libxcb-shm0,1.11.1-1.1,amd64,1.12-1
libxcb-shm0-dev,1.11.1-1.1,amd64,1.12-1
libxcb-sync-dev,1.11.1-1.1,amd64,1.12-1
libxcb-sync1,1.11.1-1.1,amd64,1.12-1
libxcb-xf86dri0,1.11.1-1.1,amd64,1.12-1
libxcb-xfixes0,1.11.1-1.1,amd64,1.12-1
libxcb-xfixes0-dev,1.11.1-1.1,amd64,1.12-1
libxcb-xinerama0,1.11.1-1.1,amd64,1.12-1
libxcb-xkb1,1.11.1-1.1,amd64,1.12-1
libxcb-xv0,1.11.1-1.1,amd64,1.12-1
libxcb1,1.11.1-1.1,amd64,1.12-1
libxcb1-dev,1.11.1-1.1,amd64,1.12-1
libxcomposite-dev,1:0.4.4-1,amd64,1:0.4.4-2
libxcomposite1,1:0.4.4-1,amd64,1:0.4.4-2
libxdo3,1:3.20160512.1-1,amd64,1:3.20160805.1-3
libxdot4,2.38.0-14,amd64,2.38.0-16
libxfixes-dev,1:5.0.2-1,amd64,1:5.0.3-1
libxfixes3,1:5.0.2-1,amd64,1:5.0.3-1
libxfont1,1:1.5.1-1,amd64,1:1.5.2-4
libxi-dev,2:1.7.6-1,amd64,2:1.7.9-1
libxi6,2:1.7.6-1,amd64,2:1.7.9-1
libxkbcommon-x11-0,0.6.1-1,amd64,0.7.1-1
libxkbcommon0,0.6.1-1,amd64,0.7.1-1
libxklavier16,5.4-1,amd64,5.4-2
libxm4,2.3.4-10+b1,amd64,2.3.4-13
libxml2,2.9.4+dfsg1-1+b1,amd64,2.9.4+dfsg1-2.2
libxml2-dev,2.9.4+dfsg1-1+b1,amd64,2.9.4+dfsg1-2.2
libxml2-utils,2.9.4+dfsg1-1+b1,amd64,2.9.4+dfsg1-2.2
libxpm4,1:3.5.11-1+b1,amd64,1:3.5.12-1
libxrandr-dev,2:1.5.0-1,amd64,2:1.5.1-1
libxrandr2,2:1.5.0-1,amd64,2:1.5.1-1
libxrender-dev,1:0.9.9-2,amd64,1:0.9.10-1
libxrender1,1:0.9.9-2,amd64,1:0.9.10-1
libxslt1-dev,1.1.29-1,amd64,1.1.29-2
libxslt1.1,1.1.29-1,amd64,1.1.29-2
libxtst6,2:1.2.2-1+b1,amd64,2:1.2.3-1
libxv1,2:1.0.10-1+b1,amd64,2:1.0.11-1
libxvmc1,2:1.0.9-1,amd64,2:1.0.10-1
libyaml-0-2,0.1.6-3,amd64,0.1.7-2
libyaml-dev,0.1.6-3,amd64,0.1.7-2
libyaml-tiny-perl,1.69-1,all,1.70-1
libyara3,3.4.0+dfsg-4,amd64,3.5.0+dfsg-8
libyelp0,3.20.1-1,amd64,3.22.0-1
libzapojit-0.0-0,0.0.3-1+b1,amd64,0.0.3-3
libzbar0,0.10+doc-10+b1,amd64,0.10+doc-10.1
libzeitgeist-2.0-0,0.9.16-0.1,amd64,0.9.16-0.2
libzmq5,4.1.5-2,amd64,4.2.1-2
libzvbi-common,0.2.35-11,all,0.2.35-13
libzvbi0,0.2.35-11,amd64,0.2.35-13
linux-base,4.4,all,4.5
linux-headers-amd64,4.6+74+kali1,amd64,4.9+78+kali1
linux-image-amd64,4.6+74+kali1,amd64,4.9+78+kali1
linux-libc-dev,4.8.15-1kali1,amd64,4.9.6-3kali2
locales,2.24-8,all,2.24-9
locales-all,2.24-8,amd64,2.24-9
login,1:4.2-3.1,amd64,1:4.4-3
logrotate,3.8.7-2,amd64,3.11.0-0.1
lsb-base,9.20160629,all,9.20161125
lsb-release,9.20160629,all,9.20161125
lua-bitop,1.0.2-3,amd64,1.0.2-4
lua-expat,1.3.0-3,amd64,1.3.0-4
lua-json,1.3.3-1,all,1.3.3-2
lua-lpeg,0.12.2-1,amd64,1.0.0-1
lua-socket,3.0~rc1+git+321c0c9-1,amd64,3.0~rc1+git+ac3201d-3
lvm2,2.02.164-1,amd64,2.02.168-1
lynis,2.3.2-1,all,2.4.0-1
m4,1.4.17-5,amd64,1.4.18-1
magicrescue,1.1.9-3,amd64,1.1.9-4
man-db,2.7.5-1,amd64,2.7.6.1-2
manpages,4.07-1,all,4.09-2
manpages-dev,4.07-1,all,4.09-2
maskprocessor,0.73-1,amd64,0.73-2
mc,3:4.8.17-1,amd64,3:4.8.18-1
mc-data,3:4.8.17-1,all,3:4.8.18-1
md5deep,4.4-2,all,4.4-4
mdbtools,0.7.1-4,amd64,0.7.1-5
mdk3,6.0-1kali6,amd64,6.0-4
medusa,2.2-3,amd64,2.2-4
mercurial,3.8.4-1,amd64,4.0-1
mercurial-common,3.8.4-1,all,4.0-1
mesa-common-dev,11.2.2-1,amd64,13.0.4-1
mesa-opencl-icd,11.2.2-1,amd64,13.0.4-1
mesa-utils,8.3.0-1,amd64,8.3.0-3
metacity,1:3.20.3-1,amd64,1:3.22.1-1
metacity-common,1:3.20.3-1,all,1:3.22.1-1
metasploit-framework,4.13.8-0kali1,amd64,4.13.22-0kali1
mfterm,1.0.4-0kali1+b1,amd64,1.0.7-0kali1+b1
mimikatz,2.1.0~alpha-20160822-0kali1,all,2.1.0-20170121-0kali1
mingw-w64,5.0.0-1,all,5.0.1-1
mingw-w64-common,4.0.6-1,all,5.0.1-1
mingw-w64-i686-dev,4.0.6-1,all,5.0.1-1
mingw-w64-x86-64-dev,4.0.6-1,all,5.0.1-1
miranda,1.0-1kali2,all,1.0-1kali3
miredo,1.2.6-3,amd64,1.2.6-4
missidentify,1.0-7,amd64,1.0-8
mitmproxy,0.17.1-0kali1,all,0.18.2-6kali1
mlocate,0.26-1,amd64,0.26-2
mobile-broadband-provider-info,20151214-0.1,all,20161204-1
modemmanager,1.6.0-1,amd64,1.6.4-1
mono-4.0-gac,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
mono-csharp-shell,4.2.1.102+dfsg2-8,all,4.6.2.7+dfsg-1
mono-gac,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
mono-mcs,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
mono-runtime,4.6.1.3+dfsg-8,amd64,4.6.2.7+dfsg-1
mono-runtime-common,4.6.1.3+dfsg-8,amd64,4.6.2.7+dfsg-1
mono-runtime-sgen,4.6.1.3+dfsg-8,amd64,4.6.2.7+dfsg-1
mono-xbuild,4.2.1.102+dfsg2-8,all,4.6.2.7+dfsg-1
monodoc-base,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
monodoc-manual,4.2.1.102+dfsg2-8,all,4.6.2.7+dfsg-1
mount,2.28.1-1,amd64,2.29.1-1
mpg123,1.22.4-1,amd64,1.23.8-1
mtd-utils,1:1.5.2-1,amd64,1:2.0.0-1
multiarch-support,2.23-5,amd64,2.24-9
mutt,1.7.0-1,amd64,1.7.2-1
mutter,3.20.3-2,amd64,3.22.2-3
mutter-common,3.20.3-2,all,3.22.2-3
mysql-common,5.8+1.0.0,all,5.8+1.0.2
nano,2.6.3-1,amd64,2.7.4-1
nautilus,3.20.1-3,amd64,3.22.2-1
nautilus-data,3.20.1-3,all,3.22.2-1
ncrack,0.5-1,amd64,0.5-3
ncurses-base,6.0+20160625-1,all,6.0+20161126-1
ncurses-bin,6.0+20160625-1,amd64,6.0+20161126-1
ncurses-term,6.0+20160625-1,all,6.0+20161126-1
ndiff,7.25~BETA2-0kali1,all,7.40-1kali1
net-tools,1.60+git20150829.73cef8a-2,amd64,1.60+git20161116.90da8a0-1
netbase,5.3,all,5.4
netdiscover,0.3beta7~pre+svn118-1,amd64,0.3beta7~pre+svn118-3
netsed,1.2-2,amd64,1.2-3
netsniff-ng,0.6.1-2,amd64,0.6.2-1
network-manager,1.2.4-2kali1,amd64,1.6.0-1
network-manager-gnome,1.2.4-1,amd64,1.4.4-1
nfs-common,1:1.2.8-9.2,amd64,1:1.3.4-2
ngrep,1.45.ds2-13,amd64,1.45.ds2-14
nmap,7.25~BETA2-0kali1,amd64,7.40-1kali1
nodejs,4.3.1~dfsg-3,amd64,4.7.2~dfsg-1
ntfs-3g,1:2016.2.22AR.1-3,amd64,1:2016.2.22AR.1-4
ntp,1:4.2.8p8+dfsg-1,amd64,1:4.2.8p9+dfsg-2.1
ocl-icd-libopencl1,2.2.9-1,amd64,2.2.11-1
openbsd-inetd,0.20140418-2,amd64,0.20160825-2
openjdk-8-jdk,8u102-b14.1-2,amd64,8u121-b13-3
openjdk-8-jdk-headless,8u102-b14.1-2,amd64,8u121-b13-3
openjdk-8-jre,8u102-b14.1-2,amd64,8u121-b13-3
openjdk-8-jre-headless,8u102-b14.1-2,amd64,8u121-b13-3
opensc,0.16.0-1,amd64,0.16.0-3
opensc-pkcs11,0.16.0-1,amd64,0.16.0-3
openssh-client,1:7.3p1-1,amd64,1:7.4p1-6
openssh-server,1:7.3p1-1,amd64,1:7.4p1-6
openssh-sftp-server,1:7.3p1-1,amd64,1:7.4p1-6
openssl,1.0.2h-1,amd64,1.1.0d-2
openvas-cli,1.4.4-0kali1,amd64,1.4.5-1
openvas-manager,6.0.8-0kali1,amd64,6.0.9-2kali2
openvas-scanner,5.0.5-0kali1,amd64,5.0.7-3
openvpn,2.3.11-2,amd64,2.4.0-3
ophcrack,3.6.1-1,amd64,3.6.1-1+b1
ophcrack-cli,3.6.1-1,amd64,3.6.1-1+b1
os-prober,1.71,amd64,1.74
osslsigncode,1.7.1-1+b1,amd64,1.7.1-2
p0f,3.07b-1kali1,amd64,3.09b-1
p11-kit,0.23.2-5,amd64,0.23.3-2
p11-kit-modules,0.23.2-5,amd64,0.23.3-2
p7zip,16.02+dfsg-1,amd64,16.02+dfsg-2
p7zip-full,16.02+dfsg-1,amd64,16.02+dfsg-2
packagekit,1.1.1-1,amd64,1.1.5-1
packagekit-tools,1.1.1-1,amd64,1.1.5-1
parted,3.2-15,amd64,3.2-17
pasco,20040505-1,amd64,20040505-2
passwd,1:4.2-3.1,amd64,1:4.4-3
patator,0.6-1,all,0.6-2
pcscd,1.8.18-1,amd64,1.8.20-1
pev,0.40-1,amd64,0.50-1
phonon-backend-vlc,0.9.0-1,amd64,0.9.0-2
php,1:7.0+44,all,1:7.0+49
php-common,1:44,all,1:49
php-mysql,1:7.0+44,all,1:7.0+49
php7.0,7.0.10-1,all,7.0.15-1
php7.0-cli,7.0.10-1,amd64,7.0.15-1
php7.0-common,7.0.10-1,amd64,7.0.15-1
php7.0-json,7.0.10-1,amd64,7.0.15-1
php7.0-mysql,7.0.10-1,amd64,7.0.15-1
php7.0-opcache,7.0.10-1,amd64,7.0.15-1
php7.0-readline,7.0.10-1,amd64,7.0.15-1
pidgin-data,2.11.0-1,all,2.11.0-3
pinentry-gnome3,0.9.7-5,amd64,1.0.0-2
pinentry-gtk2,0.9.7-5,amd64,1.0.0-2
pixiewps,1.2.2-0kali1,amd64,1.2.2-1
po-debconf,1.0.19,all,1.0.20
polenum,0.2-2,all,0.2-3
policykit-1,0.105-16,amd64,0.105-17
policykit-1-gnome,0.105-3,amd64,0.105-6
poppler-data,0.4.7-7,all,0.4.7-8
poppler-utils,0.44.0-3,amd64,0.48.0-2
postgresql,9.5+175,all,9.6+179
postgresql-client-common,175,all,179
postgresql-common,175,all,179
ppp,2.4.7-1+3,amd64,2.4.7-1+4
preview-latex-style,11.87-3+deb8u1,all,11.90-1
procps,2:3.3.12-2,amd64,2:3.3.12-3
prosper,1.00.4+cvs.2007.05.01-4,all,1.00.4+cvs.2007.05.01-4.1
proxytunnel,1.9.0+svn250-6+b1,amd64,1.9.0+svn250-6+b2
ps2eps,1.68+binaryfree-1,amd64,1.68+binaryfree-2
publicsuffix,20160805-1,all,20170117-1
pulseaudio,9.0-2,amd64,10.0-1
pulseaudio-utils,9.0-2,amd64,10.0-1
pyrit,0.4.0-7,amd64,0.5.1+git20160815-0kali1
python,2.7.11-2,amd64,2.7.13-2
python-all,2.7.11-2,amd64,2.7.13-2
python-all-dev,2.7.11-2,amd64,2.7.13-2
python-apt,1.1.0~beta4,amd64,1.4.0~beta2
python-apt-common,1.1.0~beta4,all,1.4.0~beta2
